TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,lshoulder_xPos,lshoulder_yPos,lshoulder_zPos,lshoulder_wQuat,lshoulder_xQuat,lshoulder_yQuat,lshoulder_zQuat,lshoulder_xrot,lshoulder_yrot,lshoulder_zrot,rshoulder_xPos,rshoulder_yPos,rshoulder_zPos,rshoulder_wQuat,rshoulder_xQuat,rshoulder_yQuat,rshoulder_zQuat,rshoulder_xrot,rshoulder_yrot,rshoulder_zrot
3.902631,1.625494,0.868706,-2.410834,0.1583639,0.003620595,0.9817767,0.1049866,348.1705,161.429,2.363389,1.780252,0.8278504,-2.568852,-0.1877734,-0.1548563,0.9445019,0.2206282,338.985,206.9478,336.2888,1.268753,0.8683552,-2.461372,-0.04098274,0.007446768,0.9987296,0.02835669,356.7179,184.679,0.7202822,2.014975,0.814194,-2.19023,0.1899066,-0.2308801,0.6761969,0.6733406,273.3286,248.6948,256.6702,1.853981,0.8160805,-2.252288,-0.09531833,0.08293874,0.6743051,0.7275632,274.4315,354.1609,200.3324
3.924766,1.625067,0.8686162,-2.410872,0.1583896,0.003559059,0.9817602,0.1051047,348.156,161.4259,2.358936,1.780802,0.8280797,-2.568872,-0.187774,-0.1547751,0.9445216,0.2206004,338.9859,206.9452,336.2995,1.268616,0.8683124,-2.461299,-0.04099083,0.007470225,0.9987308,0.02829975,356.7243,184.6798,0.7232093,2.014772,0.8142338,-2.190412,0.1899611,-0.23075,0.6760332,0.6735342,273.3117,249.1798,256.1917,1.854012,0.8159294,-2.252634,-0.09839752,0.08694794,0.6742993,0.7266901,274.3463,355.2086,199.864
3.946875,1.624993,0.8685402,-2.411103,0.1584104,0.003588461,0.9817601,0.105073,348.1602,161.4233,2.361949,1.780933,0.8281872,-2.568803,-0.1877643,-0.1548008,0.9445238,0.2205813,338.9884,206.9438,336.2974,1.26866,0.8683389,-2.461314,-0.04091543,0.007458631,0.9987343,0.02828672,356.7259,184.6712,0.7221882,2.014727,0.8142043,-2.19042,0.1899158,-0.2307571,0.6759557,0.6736224,273.315,249.4176,255.9572,1.854029,0.8155819,-2.252242,-0.1024582,0.09215689,0.674348,0.7254407,274.2242,356.5161,199.3143
3.958428,1.625008,0.8685271,-2.41115,0.158415,0.003582047,0.981763,0.1050395,348.1639,161.423,2.360615,1.780994,0.8282327,-2.568784,-0.1877255,-0.1547566,0.9445304,0.220617,338.9824,206.9395,336.3021,1.268716,0.8683041,-2.461353,-0.04095916,0.007532756,0.9987314,0.02830633,356.7233,184.676,0.7304513,2.01472,0.8141389,-2.190408,0.1898786,-0.2307332,0.6759723,0.6736244,273.3163,249.4008,255.9791,1.854397,0.8150917,-2.252293,-0.1047881,0.09475358,0.6742637,0.7248515,274.1798,356.8973,199.3363
3.980125,1.624667,0.8683472,-2.411075,0.1583705,0.003576554,0.981741,0.1053126,348.1327,161.4266,2.364764,1.780689,0.8280228,-2.568828,-0.1877416,-0.1548155,0.9445279,0.2205731,338.9892,206.9411,336.2964,1.268678,0.8683349,-2.46142,-0.04099446,0.00756982,0.99873,0.02829543,356.7244,184.6799,0.734635,2.014534,0.8141335,-2.190313,0.1899063,-0.2307099,0.6758704,0.6737269,273.3112,249.6827,255.6969,1.860923,0.8125665,-2.255232,-0.1108793,0.09765709,0.6725747,0.725129,274.3921,354.3639,202.6079
3.991889,1.624672,0.8683193,-2.411112,0.1583633,0.003590112,0.9817452,0.1052835,348.1362,161.4275,2.365667,1.78072,0.8280459,-2.56881,-0.1877817,-0.1548088,0.944523,0.2205643,338.9909,206.9454,336.2967,1.26868,0.8683051,-2.461422,-0.04098847,0.007531356,0.9987274,0.02840404,356.7121,184.6793,0.7297404,2.014525,0.8141354,-2.190291,0.1899081,-0.2306452,0.6758975,0.6737212,273.306,249.6344,255.7506,1.861776,0.8116513,-2.254553,-0.1176093,0.09833018,0.6690868,0.7272016,274.9629,350.4384,207.1441
4.013667,1.625203,0.8685563,-2.411057,0.1583067,0.003685232,0.9817781,0.1050585,348.1634,161.4345,2.371515,1.780871,0.8280497,-2.568748,-0.1877853,-0.1547801,0.9445353,0.2205291,338.9941,206.944,336.3014,1.268738,0.8683331,-2.461403,-0.04095522,0.007512776,0.9987335,0.02824208,356.7308,184.6757,0.728472,2.014799,0.8140399,-2.19031,0.1900244,-0.2306358,0.6759921,0.6735968,273.2968,249.3126,256.0634,1.856258,0.8157758,-2.252285,-0.1221052,0.1069678,0.6674286,0.726765,274.9635,355.019,203.6422
4.025323,1.624624,0.8684552,-2.41125,0.1583606,0.003705283,0.9817743,0.1050113,348.1693,161.4282,2.373559,1.780475,0.8278493,-2.5689,-0.1878149,-0.1548425,0.944533,0.2204695,339.0031,206.9467,336.2957,1.268733,0.8683234,-2.461429,-0.04102081,0.007460136,0.9987299,0.02828992,356.7255,184.6833,0.7220001,2.014724,0.8140468,-2.190361,0.190158,-0.2304973,0.6758566,0.6737424,273.2734,249.6881,255.6885,1.855504,0.8158247,-2.25209,-0.1251769,0.1099918,0.6671754,0.7260231,274.9261,355.112,204.0501
4.046969,1.624633,0.8684807,-2.411365,0.1583461,0.003662051,0.9817747,0.1050311,348.1662,161.4303,2.3688,1.780656,0.8279127,-2.568889,-0.1877698,-0.1548648,0.9445368,0.2204759,339.0019,206.9419,336.2938,1.268695,0.8683095,-2.461364,-0.04096997,0.007509173,0.9987314,0.02829745,356.7244,184.6773,0.7277535,2.014545,0.8141763,-2.190391,0.1901396,-0.2305389,0.6758179,0.6737722,273.278,249.7885,255.5861,1.853305,0.8181254,-2.251689,-0.1305024,0.1152312,0.6691477,0.7224488,274.4938,354.0269,206.0016
4.058491,1.624443,0.8683788,-2.411269,0.1584241,0.003670284,0.9817536,0.1051107,348.1575,161.4205,2.372252,1.780118,0.8277392,-2.568943,-0.1877578,-0.1549089,0.9445421,0.2204324,339.0076,206.9398,336.2905,1.268691,0.8683211,-2.46137,-0.04100582,0.007535171,0.9987287,0.02833419,356.7201,184.6814,0.7304454,2.014736,0.8141236,-2.190274,0.1906097,-0.2305669,0.6756541,0.673794,273.2415,250.001,255.3316,1.8526,0.8185145,-2.251394,-0.1333226,0.1179981,0.6686163,0.7219791,274.4998,354.2216,206.2672
