"","X","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1913",1913,105.3161,3,"C5",NA,0.3330951,96.606186,2.01712248982194,7.05372848263784
"1914",1914,105.3382,3,"C5",NA,0.2593007,96.5927008,2.2581946869055,-7.231525220965
"1915",1915,105.3604,3,"C5",NA,0.1957911,96.5750882,1.69495194558989,-15.0701105448805
"1916",1916,105.3719,3,"C5",NA,0.1679238,96.5785128,1.64010929157703,-6.84492383761357
"1917",1917,105.3936,3,"C5",NA,0.118652,96.5913827,1.44652530068359,-20.4541577151737
"1918",1918,105.4158,3,"C5",NA,0.0871041,96.5828073,0.736405149642953,-14.7508377936576
"1919",1919,105.4383,3,"C5",NA,0.060887,96.5828046,0.792333818226356,-17.052213598939
"1920",1920,105.4497,3,"C5",NA,0.0654257,96.5794233,0.375206156087954,9.22742406200403
"1921",1921,105.4717,3,"C5",NA,0.0514608,96.5754729,1.58619602245054,15.4599118284248
"1922",1922,105.494,3,"C5",NA,0.0400468,96.6150946,1.04820472545751,2.31557666504304
"1923",1923,105.5159,3,"C5",NA,0.0353678,96.6112635,1.67796821227196,16.2560496882451
"1924",1924,105.5382,3,"C5",NA,0.0328499,96.5626997,1.76172201211378,-10.9638658353723
"1925",1925,105.5602,3,"C5",NA,0.0535762,96.5418111,1.1966848482491,-12.9281773584199
"1926",1926,105.5824,3,"C5",NA,0.0865818,96.5583849,1.19284763888984,0.596924586661524
"1927",1927,105.6048,3,"C5",NA,0.119972,96.5698214,1.22346163918521,-3.05718379798844
"1928",1928,105.6268,3,"C5",NA,0.1581184,96.5562675,1.058878230355,-4.58316805020224
"1929",1929,105.6491,3,"C5",NA,0.1821679,96.5518897,1.02129666335747,-11.3792778433038
"1930",1930,105.6715,3,"C5",NA,0.1935085,96.5668802,0.549255110181457,10.8768691727331
"1931",1931,105.6831,3,"C5",NA,0.2138564,96.5690076,1.0460485650266,49.2180921355744
"1932",1932,105.7046,3,"C5",NA,0.245489,96.5640149,2.24164555451429,44.0473918647272
"1933",1933,105.7267,3,"C5",NA,0.284305,96.6107991,2.9595777880665,-0.0438339949763069
"1934",1934,105.7379,3,"C5",NA,0.2977947,96.6358921,2.59475694658861,-41.2584940623948
"1935",1935,105.7602,3,"C5",NA,0.3163927,96.677613,1.48101246541961,-49.4773993192705
"1936",1936,105.7824,3,"C5",NA,0.3214197,96.6919555,0.392966046942318,1.32921049711261
"1937",1937,105.7935,3,"C5",NA,0.3209826,96.6911601,0.96649772921686,47.9825736846386
"1938",1938,105.816,3,"C5",NA,0.3369978,96.720613,1.96314932419907,1.34006503850817
"1939",1939,105.8382,3,"C5",NA,0.3529828,96.7588571,1.03928530486015,-28.9846265566848
"1940",1940,105.8602,3,"C5",NA,0.3723447,96.7621463,0.679502656431605,-10.6526685733004
"1941",1941,105.8825,3,"C5",NA,0.3604827,96.7547933,0.569082413514948,-9.6206098281674
"1942",1942,105.9046,3,"C5",NA,0.3588378,96.7467871,0.253281385946572,-8.18912587870854
"1943",1943,105.9267,3,"C5",NA,0.3603287,96.7446505,0.207123049675914,4.32871542365251
"1944",1944,105.949,3,"C5",NA,0.356016,96.7493236,0.446759816341687,18.0476934676356
"1945",1945,105.9711,3,"C5",NA,0.3394523,96.7398167,1.00698030961529,9.29099217500757
"1946",1946,105.9936,3,"C5",NA,0.341148,96.7215236,0.854714726782482,-6.69688771454724
"1947",1947,106.015,3,"C5",NA,0.3149186,96.7080119,0.712909420271998,-0.442130668755979
"1948",1948,106.0371,3,"C5",NA,0.2952593,96.7072762,0.839811042557894,-7.53251679890582
"1949",1949,106.0592,3,"C5",NA,0.2973477,96.7196128,0.379972177760145,-2.75059472333075
"1950",1950,106.0816,3,"C5",NA,0.2903167,96.7165434,0.722826555488058,14.0994805190858
"1951",1951,106.1038,3,"C5",NA,0.2779417,96.6992262,1.00905031260871,-16.8866757981373
"1952",1952,106.1154,3,"C5",NA,0.2746615,96.690537,0.467721074516048,-7.89982841375624
"1953",1953,106.137,3,"C5",NA,0.2878541,96.6925955,1.13444086142253,69.9172284949765
"1954",1954,106.1488,3,"C5",NA,0.2869755,96.7063689,2.42026090364894,47.5774049062316
"1955",1955,106.1704,3,"C5",NA,0.2706032,96.7624366,2.12190031152135,-57.4880539345564
"1956",1956,106.1818,3,"C5",NA,0.2621475,96.7748479,0.968640772103515,-60.7343773134338
"1957",1957,106.2037,3,"C5",NA,0.2610572,96.7844477,0.523947318868255,-6.87676830935346
"1958",1958,106.2259,3,"C5",NA,0.2524956,96.7749234,0.669403950308371,2.28820472715402
"1959",1959,106.2483,3,"C5",NA,0.2545204,96.7869917,0.625148470541669,14.8498049915933
"1960",1960,106.2704,3,"C5",NA,0.2797163,96.7979932,1.32517262361832,23.3049046746821
"1961",1961,106.2925,3,"C5",NA,0.2814058,96.7760166,1.65522525716258,-5.01754886843113
"1962",1962,106.304,3,"C5",NA,0.2734755,96.7572071,1.36807478767932,-20.8980055304838
"1963",1963,106.3258,3,"C5",NA,0.2592433,96.7423916,1.00125915826643,-31.8349902443668
"1964",1964,106.3371,3,"C5",NA,0.2578739,96.7508624,0.471926755457506,16.0660893070702
"1965",1965,106.3485,3,"C5",NA,0.2577851,96.7523496,1.37225035201393,55.7901994031546
"1966",1966,106.3706,3,"C5",NA,0.2589322,96.7115034,2.09281300037827,-3.53963617598622
"1967",1967,106.382,3,"C5",NA,0.2718171,96.6926676,1.64041634573034,-32.47828603208
"1968",1968,106.4042,3,"C5",NA,0.2923381,96.7127446,1.07936340495657,-42.4606652225865
"1969",1969,106.4156,3,NA,3,0.2891988,96.7197217,0.399368504765767,21.8818578737875
"1970",1970,106.4377,3,NA,3,0.3045454,96.7217159,2.68478235035158,127.558343931715
"1971",1971,106.4601,3,NA,3,0.3458559,96.6477578,6.08295859554516,148.943756659724
"1972",1972,106.4823,3,NA,3,0.3998386,96.5161466,9.32822600537369,257.32889576522
"1973",1973,106.5043,3,NA,3,0.5135003,96.3256015,17.4346666525484,386.749424641693
"1974",1974,106.5266,3,NA,3,0.6335203,95.9347904,26.4667079719343,505.340553697293
"1975",1975,106.5487,3,NA,3,0.7445585,95.3940872,39.8517239808484,611.094750174665
"1976",1976,106.5709,3,NA,3,0.8518027,94.5350005,53.5387491963867,535.813033532368
"1977",1977,106.5932,3,NA,3,1.0499753,93.4614896,63.6873320096548,649.22919234676
"1978",1978,106.6158,3,NA,3,1.4303389,92.2082614,82.747380670549,1177.3303361402
"1979",1979,106.6375,3,NA,3,1.9952132,90.5580769,115.542497084648,1492.08124766347
"1980",1980,106.6598,3,NA,3,2.7821557,88.1816459,148.387426903986,1473.27461903901
"1981",1981,106.6821,3,NA,3,3.6378757,85.2720847,181.250545093791,1615.78334404457
"1982",1982,106.7042,3,NA,3,4.3672913,81.7325302,220.099787196755,1298.32691400129
"1983",1983,106.7265,3,NA,3,4.6247769,77.3698123,238.80434860663,457.115552660305
"1984",1984,106.7486,3,NA,3,4.3355009,72.9687527,240.472048538332,313.101577096762
"1985",1985,106.7712,3,NA,3,3.9154387,68.4722649,252.918809123716,557.782491426189
"1986",1986,106.793,3,NA,3,3.5699977,63.755117,265.231958459577,397.312728344963
"1987",1987,106.8153,3,NA,3,3.2657873,58.8116736,270.356545125891,153.74750211864
"1988",1988,106.8376,3,NA,3,2.9410876,53.7876042,272.089097054066,-305.564002244559
"1989",1989,106.8596,3,NA,3,2.6616408,48.8342514,256.935036900599,-698.301720644447
"1990",1990,106.8824,3,NA,3,2.1262909,44.185307,240.797595325525,-666.107525598497
"1991",1991,106.9041,3,NA,3,1.4848423,39.9449842,227.24740951188,-607.233336033378
"1992",1992,106.9265,3,NA,3,1.0927723,35.876449,214.030644639412,-438.584708022544
"1993",1993,106.9486,3,NA,3,1.2081282,32.0386174,207.684955173455,-412.115944433818
"1994",1994,106.9706,3,NA,3,1.4942906,28.2796754,195.868829557328,-662.869630753874
"1995",1995,106.982,3,NA,3,1.5581279,26.5031702,186.878303431771,-629.295627610879
"1996",1996,107.004,3,NA,3,1.8228327,23.1146514,176.539433953936,-485.025953317559
"1997",1997,107.0262,3,NA,3,2.3670654,19.9972933,165.437140826996,-295.449699678224
"1998",1998,107.0484,3,NA,3,3.4286833,17.0409498,163.421467288224,-258.156006214344
"1999",1999,107.0706,3,NA,3,4.4567593,14.1313927,153.97501415108,-679.370627802453
"2000",2000,107.0821,3,NA,3,4.9653673,12.7575549,143.24292264303,-1100.64183647995
"2001",2001,107.104,3,NA,3,5.7442351,10.2938226,115.472445337931,-1268.7320997974
"2002",2002,107.1264,3,NA,3,6.2952067,8.50466,87.0377537343141,-907.368361085135
"2003",2003,107.1485,3,NA,3,6.7756494,7.0904011,74.9859420154167,-558.414013749831
"2004",2004,107.1706,3,NA,3,7.1094758,5.8029428,62.3558543265775,-866.067135255077
"2005",2005,107.182,3,NA,3,7.2692584,5.2827718,49.1245915003442,-618.862855022705
"2006",2006,107.204,3,NA,3,7.6359381,4.4969274,47.428641859776,-231.104957295034
"2007",2007,107.2152,3,NA,3,7.8212005,4.0578658,43.115283360656,-437.988543527645
"2008",2008,107.2375,3,NA,3,8.0545221,3.3690716,32.1691991881043,-433.806651662193
"2009",2009,107.2595,3,NA,3,7.9185827,2.8755186,23.8805339497694,-229.184072237989
"2010",2010,107.2821,3,NA,3,7.5141456,2.4841303,22.0361336294453,-82.8987308974695
"2011",2011,107.304,3,NA,3,7.0956936,2.1872829,20.1924420929104,-184.41768896331
"2012",2012,107.3262,3,NA,3,6.8317545,1.9210811,13.8732442879204,-298.240987770483
"2013",2013,107.3487,3,NA,3,6.6418798,1.7482921,6.85699220817353,-93.1236179537853
"2014",2014,107.3705,3,NA,3,6.3522741,1.7838069,9.59477114710233,194.774149101153
"2015",2015,107.3818,3,NA,3,6.1135506,1.8301935,12.5775429713789,108.161774715727
"2016",2016,107.4041,3,NA,3,5.6234155,1.8874959,11.5152031076455,154.710648903471
"2017",2017,107.4154,3,NA,3,5.3660128,1.8802922,15.5499794885694,284.138949101287
"2018",2018,107.4372,3,NA,3,4.8188479,1.7521627,20.1545327929166,198.319359712048
"2019",2019,107.4593,3,NA,3,4.1827093,1.5250894,24.2523297753956,-43.0403049847488
"2020",2020,107.4818,3,NA,3,3.7171238,1.2396459,18.1435507974236,-184.483206713536
"2021",2021,107.504,3,NA,3,3.271375,1.0510361,15.9798250109397,26.1931237263743
"2022",2022,107.5163,3,NA,3,3.057021,0.962693,17.8229968984707,157.700430949042
"2023",2023,107.5376,3,NA,3,2.6047187,0.7097101,21.3492010126373,104.921536907985
"2024",2024,107.5491,3,NA,3,2.3765504,0.5603493,21.8585772388485,-84.3869957525435
"2025",2025,107.5706,3,NA,3,1.9108439,0.2562409,17.2776243463978,-114.844397810306
"2026",2026,107.5927,3,NA,3,1.1989018,0.1205163,16.9102954014681,60.7386418448043
"2027",2027,107.615,3,NA,3,0.3821514,0.1043403,19.9898920165218,88.9677195162184
"2028",2028,107.6372,3,NA,3,-0.3528984,0.1568811,20.8742719982806,-66.9461623321579
"2029",2029,107.6595,3,NA,3,-0.8302029,0.2917602,17.0001094828988,-95.8437045088775
"2030",2030,107.682,3,NA,3,-1.0230962,0.4788328,16.5960511475391,118.585971949887
"2031",2031,107.7041,3,NA,3,-0.8215182,0.8109004,22.2344261837871,205.966763330031
"2032",2032,107.7258,3,NA,3,-0.5609686,1.2235278,25.6370607129179,97.793080526834
"2033",2033,107.7371,3,NA,3,-0.4810242,1.4535326,26.0753055227244,30.6927277134322
"2034",2034,107.7592,3,NA,3,-0.3338904,1.9317479,26.5748258313104,108.746015352048
"2035",2035,107.7705,3,NA,3,-0.2710741,2.1755315,28.7770749417483,219.345608401186
"2036",2036,107.7925,3,NA,3,0.0181967,2.7242925,34.1407170716079,255.119463509486
"2037",2037,107.815,3,NA,3,0.4746239,3.3620308,40.1355498421781,251.02681880578
"2038",2038,107.8371,3,NA,3,0.9530073,4.0717476,45.342677267634,303.348075537118
"2039",2039,107.8485,3,NA,3,1.1992443,4.4905761,49.5729838581963,209.837844644474
"2040",2040,107.8703,3,NA,3,1.5966533,5.3619445,50.6323802290549,19.9138954873882
"2041",2041,107.8924,3,NA,3,1.9006456,6.2578893,50.4385991895985,-26.5704212694228
"2042",2042,107.915,3,NA,3,2.0952363,7.1858306,49.4357813740896,-129.697373763264
"2043",2043,107.937,3,NA,3,2.2638702,8.0712846,44.7052912621886,-391.47974975496
"2044",2044,107.9485,3,NA,3,2.3312556,8.4651795,38.1740132126839,-429.647647522091
"2045",2045,107.9703,3,NA,3,2.4117599,9.1064204,31.8224072136973,-297.198684902058
"2046",2046,107.9924,3,NA,3,2.4108336,9.6377278,25.125238762015,-247.929742326389
"2047",2047,108.015,3,NA,3,2.3232626,10.0565698,20.7675025087704,-171.015663975705
"2048",2048,108.037,3,NA,3,2.1376767,10.4081656,17.4848574341657,-164.046785042577
"2049",2049,108.0591,3,NA,3,1.9026975,10.6722373,13.5315557238641,-223.860423622095
"2050",2050,108.0814,3,NA,3,1.6496793,10.8467704,7.53645902668696,-165.046822805737
"2051",2051,108.1036,3,NA,3,1.4084336,10.8670086,6.17659294959776,-54.2568563458465
"2052",2052,108.1258,3,NA,3,1.2110873,10.8442768,5.12745460493159,-21.6208617995659
"2053",2053,108.1481,3,NA,3,1.0301531,10.8236728,5.21702836173661,27.0045858915161
"2054",2054,108.1706,3,NA,3,0.8344128,10.8597561,6.34185761797054,16.599899933807
"2055",2055,108.1924,3,NA,3,0.6801881,10.9189119,5.9757786868218,-6.51694622891788
"2056",2056,108.2147,3,NA,3,0.5582456,10.9878905,6.05959812192082,-3.29903071102307
"2057",2057,108.2368,3,NA,3,0.4806065,11.0791007,5.83071327320698,55.1398359315777
"2058",2058,108.2483,3,NA,3,0.4603545,11.1298552,7.21803247520806,87.2317924311646
"2059",2059,108.2702,3,NA,3,0.4257581,11.2798221,8.3968466772733,108.321886761336
"2060",2060,108.2815,3,NA,3,0.3977003,11.3578557,10.2366747206655,60.391438418941
"2061",2061,108.3034,3,NA,3,0.314258,11.5612579,9.31613528533362,-129.900802877094
"2062",2062,108.3258,3,NA,3,0.22341,11.6973696,4.43813563385581,-98.9346092076579
"2063",2063,108.348,3,NA,3,0.1239284,11.7220258,4.87988506819581,32.5473543214049
"2064",2064,108.3704,3,NA,3,0.0444575,11.6405643,5.89227738282123,76.1793061340465
"2065",2065,108.3924,3,NA,3,-0.0171488,11.536275,8.24985297228287,97.8673387054723
"2066",2066,108.4146,3,NA,3,-0.0694761,11.3636943,10.2161547159843,83.6750997960433
"2067",2067,108.4368,3,NA,3,-0.1214863,11.1704717,11.965027403228,28.6695025542768
"2068",2068,108.459,3,NA,3,-0.1662087,10.9363153,11.4890806293952,-16.378684659657
"2069",2069,108.4816,3,NA,3,-0.1773434,10.7407139,11.2332864741581,-12.3877493361195
"2070",2070,108.5034,3,NA,3,-0.133569,10.5280244,10.9399200979781,-55.260975573789
"2071",2071,108.5256,3,NA,3,-0.0657607,10.3409235,8.78508202796978,-105.397967563439
"2072",2072,108.5368,3,NA,3,0.0008182,10.2727692,7.51129306734557,-107.171729365513
"2073",2073,108.5588,3,NA,3,0.1162833,10.1714089,5.29782243363092,-102.564837005426
"2074",2074,108.5815,3,NA,3,0.2167062,10.1134334,2.92527807837135,-44.2948529583413
"2075",2075,108.6033,3,NA,3,0.3327853,10.1019903,3.27250120941663,52.4454954163565
"2076",2076,108.6255,3,NA,3,0.4387083,10.1207407,5.2474870082327,126.161179656253
"2077",2077,108.637,3,NA,3,0.5178005,10.1666808,7.12611591120968,62.8103528965006
"2078",2078,108.6588,3,NA,3,0.6682368,10.263774,6.30342033359237,-36.6601030658568
"2079",2079,108.6811,3,NA,3,0.8005316,10.3330549,5.50994447909671,-45.4506240265795
"2080",2080,108.7033,3,NA,3,0.9240026,10.4009184,4.28185443912398,-36.798006360346
"2081",2081,108.7254,3,NA,3,1.0619773,10.4355671,3.87794066085263,-54.2434732653686
"2082",2082,108.7369,3,NA,3,1.1175442,10.4462915,2.8405221535816,-35.9522019901752
"2083",2083,108.7587,3,NA,3,1.2341205,10.4580064,3.23959079537379,-1.4394666430282
"2084",2084,108.7701,3,NA,3,1.2921724,10.4669115,2.99808368451693,-23.261990573061
"2085",2085,108.7923,3,NA,3,1.3992526,10.4801656,2.4355546242156,-31.6706809110606
"2086",2086,108.8145,3,NA,3,1.4655082,10.4803362,1.59190545206597,-9.09264944834113
"2087",2087,108.8366,3,"B5",NA,1.5035341,10.4772215,2.029859297103,28.6665705621683
