"","X","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"766",766,39.14588,1,"B8",NA,-22.0669833,3.1060612,2.83922101124049,29.5636190792565
"767",767,39.16829,1,"B8",NA,-22.2072858,3.0971535,3.92418439380257,54.4931938252353
"768",768,39.19032,1,"B8",NA,-22.3703965,3.072618,5.25858854685976,44.5404284494861
"769",769,39.21262,1,"B8",NA,-22.5552554,3.0248418,5.89433302596679,-29.4449614143446
"770",770,39.22377,1,"B8",NA,-22.6378902,2.9994021,4.91983814687335,-26.2446733131942
"771",771,39.24593,1,"B8",NA,-22.7820809,2.9667276,5.69342817367824,41.2727834083048
"772",772,39.26835,1,"B8",NA,-22.8922261,2.8919778,6.76143333761956,27.4365364981682
"773",773,39.2903,1,"B8",NA,-22.974759,2.7742425,6.92028117264942,30.0513861209848
"774",774,39.30159,1,"B8",NA,-23.0339638,2.7160437,7.51713796066936,-16.8560566815717
"775",775,39.32365,1,"B8",NA,-23.0894687,2.5962315,5.60722546762612,-125.3986267728
"776",776,39.33485,1,"B8",NA,-23.1190642,2.5548219,3.76797074840826,-105.743232644114
"777",777,39.35708,1,"B8",NA,-23.1649023,2.5077995,2.7172188043549,-25.6848005731532
"778",778,39.37918,1,"B8",NA,-23.176717,2.4690377,2.62655781486406,56.7764578945222
"779",779,39.39045,1,"B8",NA,-23.2038009,2.4417872,3.95253217814009,42.6075306593142
"780",780,39.41257,1,"B8",NA,-23.2128435,2.3714647,3.23495580161925,-37.1084199255169
"781",781,39.43492,1,"B8",NA,-23.2100183,2.3198715,2.30124704465768,-25.9477750478566
"782",782,39.45695,1,"B8",NA,-23.1972695,2.2841893,2.07832829599843,35.2400849991704
"783",783,39.46817,1,"B8",NA,-23.1880411,2.2648574,2.98264954645559,30.3728514488556
"784",784,39.49035,1,"B8",NA,-23.1784739,2.2012436,2.54230248671463,-42.4485394894453
"785",785,39.50179,1,"B8",NA,-23.1691253,2.1835743,1.79820210172797,-20.518689281874
"786",786,39.52355,1,"B8",NA,-23.1649431,2.155124,2.32058052541414,11.8465617984371
"787",787,39.54576,1,"B8",NA,-23.1484538,2.1029894,2.31362351419237,-4.73252725684588
"788",788,39.56796,1,"B8",NA,-23.1287866,2.0689992,2.11045318283235,-0.957984739746968
"789",789,39.59049,1,"B8",NA,-23.1704051,2.1080621,2.27347682133963,-12.3396059861635
"790",790,39.61283,1,"B8",NA,-23.2072328,2.1398687,1.56049439834779,-15.9487864214449
"791",791,78.98357,2,NA,7,11.7264053,-24.106119,2.2489460351281,27.60649563281
"792",792,79.00564,2,NA,7,11.7006633,-24.0532453,3.46711082800065,82.6400411582681
"793",793,79.01694,2,NA,7,11.6832486,-24.0191295,4.71106655294659,100.866090560631
"794",794,79.03918,2,NA,7,11.6417925,-23.924263,6.74930925906686,147.855737096871
"795",795,79.06129,2,NA,7,11.5890886,-23.786002,11.2611614358495,226.277279080189
"796",796,79.08371,2,NA,7,11.4935849,-23.5350425,16.8323226531659,275.672563503575
"797",797,79.10563,2,NA,7,11.3743122,-23.198884,23.4708919636776,349.643442253041
"798",798,79.12792,2,NA,7,11.2250889,-22.7154913,32.3073711662496,454.251702351991
"799",799,79.15029,2,NA,7,11.027282,-22.0524268,43.7623985312898,524.386928624453
"800",800,79.17217,2,NA,7,10.760254,-21.176846,55.5054579330284,474.362506761135
"801",801,79.19439,2,NA,7,10.4323181,-20.0899916,64.6605893465352,467.717204172466
"802",802,79.21655,2,NA,7,10.078665,-18.8641711,76.2594057489028,550.98601824376
"803",803,79.23797,2,NA,7,9.6571826,-17.4260991,88.6521554645702,577.876843669217
"804",804,79.25981,2,NA,7,9.1466933,-15.7683742,101.258071187912,548.01468695182
"805",805,79.28217,2,NA,7,8.593036,-13.8221223,112.859231414494,547.248386717784
"806",806,79.30421,2,NA,7,7.978201,-11.7147158,125.546807412199,505.441407226628
"807",807,79.32639,2,NA,7,7.1953968,-9.3388032,135.200019651065,252.332794500228
"808",808,79.34851,2,NA,7,6.2857052,-6.8734982,136.736123529184,-57.9853261875197
"809",809,79.37076,2,NA,7,5.2383972,-4.4399716,132.610644900451,-202.367313293415
"810",810,79.38223,2,NA,7,4.7002755,-3.2546146,130.095046143458,-272.442595179684
"811",811,79.40402,2,NA,7,3.6814295,-0.9943551,123.000977524245,-519.30876028271
"812",812,79.41526,2,NA,7,3.2159226,0.0565248,114.986270942789,-506.426487897252
"813",813,79.43751,2,NA,7,2.2577019,2.0658914,108.31570339127,-303.141915358195
"814",814,79.45972,2,NA,7,1.1831948,3.8967579,101.508715031025,-324.343451491601
"815",815,79.4823,2,NA,7,0.0552635,5.6121168,93.7817518474091,-474.333027723651
"816",816,79.5041,2,NA,7,-1.0186923,7.101872,80.5608760106199,-707.603105211531
"817",817,79.52643,2,NA,7,-1.9191314,8.3157583,62.5016221316586,-818.998521191338
"818",818,79.54898,2,NA,7,-2.6664391,9.2297214,43.8019663884221,-686.394672277875
"819",819,79.57079,2,NA,7,-3.2030508,9.7733395,31.9474392874326,-998.434373903319
"820",820,79.58212,2,NA,7,-3.4493322,10.0046463,15.4811828605316,-722.098089463161
"821",821,79.60451,2,NA,7,-3.8158383,9.9865759,15.6857435121896,175.16090031008
"822",822,79.62692,2,NA,7,-4.1255878,9.7491606,23.3317116874145,387.908192396895
"823",823,79.63829,2,NA,7,-4.223356,9.514009,28.2734642791581,210.599822032775
"824",824,79.64966,2,NA,7,-4.2772463,9.239459,28.1207516404396,-87.3918852527379
"825",825,79.67212,2,NA,7,-4.3065447,8.7370622,24.4967726989149,-182.954774832685
"826",826,79.69408,2,NA,7,-4.2813857,8.3242171,20.0047016399055,-295.714828068834
"827",827,79.70552,2,NA,7,-4.2341276,8.1529289,15.5788781093472,-237.819073048876
"828",828,79.72752,2,NA,7,-4.1783753,7.9098516,13.6260379924193,-33.688126397654
"829",829,79.74976,2,NA,7,-4.1909095,7.6595524,14.1017339575468,22.7452315468219
"830",830,79.77197,2,NA,7,-4.258786,7.3935924,14.637022853941,-25.5689043962842
"831",831,79.79404,2,NA,7,-4.3750882,7.1296128,12.9764966933389,-120.510465511767
"832",832,79.81665,2,NA,7,-4.4541142,6.9236501,9.22816869850234,-158.044506794656
"833",833,79.83855,2,NA,7,-4.5415639,6.7889335,5.93644217072883,-104.951963113457
"834",834,79.86094,2,NA,7,-4.6042512,6.717071,4.60207029250091,-11.0670759976944
"835",835,79.8831,2,NA,7,-4.6704009,6.6395853,5.4322421033777,48.5466274785708
"836",836,79.90514,2,NA,7,-4.7540811,6.5419172,6.74650114697788,66.2420388918725
"837",837,79.92756,2,NA,7,-4.8536771,6.4205196,8.37987548860652,54.6354934775447
"838",838,79.9496,2,NA,7,-4.9401322,6.2684763,9.18251801034303,7.12612748645903
"839",839,79.9718,2,"B5",NA,-5.0457353,6.1047603,8.69044874304007,-41.7965533742124
"840",840,79.99398,2,"B5",NA,-5.1272705,5.9697994,7.32797959701731,-41.061118567781
"841",841,80.01663,2,"B5",NA,-5.178352,5.848928,6.85925114940545,-20.98732576583
"842",842,80.03844,2,"B5",NA,-5.236819,5.7267081,6.3951291404454,-49.7590861523851
"843",843,80.0607,2,"B5",NA,-5.2892895,5.6231657,4.65355274137642,-56.0845099518449
"844",844,80.0832,2,"B5",NA,-5.3096193,5.5580553,3.89010329664498,-42.6953454820776
"845",845,80.10532,2,"B5",NA,-5.3107945,5.483781,2.75181684440463,-55.7805099279542
"846",846,80.12741,2,"B5",NA,-5.2695162,5.4502695,1.42417657989247,-37.5499182660416
"847",847,80.14976,2,"B5",NA,-5.2357826,5.4572459,1.08896186589734,-13.4574397029185
"848",848,80.17192,2,"B5",NA,-5.2086642,5.4672219,0.82489315222959,24.4434744120513
"849",849,80.19389,2,"B5",NA,-5.1812611,5.4725948,2.16074400450502,37.6341212925558
"850",850,80.21624,2,"B5",NA,-5.1693892,5.5208035,2.48403307933824,28.9288368092355
"851",851,80.22742,2,"B5",NA,-5.156328,5.5425169,2.96916500879817,9.01062665775476
"852",852,80.24958,2,"B5",NA,-5.1374465,5.6000532,2.40693069096075,-33.4408348881109
"853",853,80.27167,2,"B5",NA,-5.1340936,5.6325619,1.48997291250941,-38.927144745776
"854",854,80.294,2,"B5",NA,-5.1420956,5.6562542,0.678406827022986,-24.4514099647657
"855",855,80.31619,2,"B5",NA,-5.152514,5.6599717,0.399731149649376,40.3111834502533
"856",856,80.32754,2,"B5",NA,-5.1765542,5.6575563,1.45733529960216,45.885910180406
"857",857,80.34946,2,"B5",NA,-5.2120533,5.6453746,1.42644646825662,-9.06482768423551
"858",858,80.37169,2,"B5",NA,-5.2373701,5.6274438,1.05474990098526,9.32108654279559
"859",859,80.39396,2,"B5",NA,-5.2733702,5.6162013,1.842276482607,2.07837409188443
"860",860,80.40533,2,"B5",NA,-5.2822074,5.6001938,1.48746519203227,-23.9020341070056
"861",861,80.42723,2,"B5",NA,-5.3143588,5.5790286,1.12396570795977,-27.6749603656718
"862",862,80.44961,2,"B5",NA,-5.3174008,5.5712699,0.256701078044196,-8.29079325522015
"863",863,80.47153,2,"B5",NA,-5.2994431,5.5734558,0.742671517094418,42.6947970146913
"864",864,80.48337,2,"B5",NA,-5.2957176,5.5679297,1.49118932872499,26.5703162192323
"865",865,80.50488,2,"B5",NA,-5.2755182,5.6047298,1.27439482840669,-19.810017051203
"866",866,80.52741,2,"B5",NA,-5.2670136,5.6142434,0.60883031327185,-5.00431028435213
"867",867,80.54979,2,"B5",NA,-5.2493406,5.6245498,1.04597071156275,10.9802509046694
"868",868,80.57188,2,"B5",NA,-5.232631,5.6061527,1.09960226273984,-6.8905662643164
"869",869,80.59404,2,"B5",NA,-5.2179158,5.5893216,0.740410864135775,-11.8315999083926
"870",870,80.61622,2,"B5",NA,-5.2219914,5.5819198,0.575076670766021,19.6745575393074
"871",871,80.63849,2,"B5",NA,-5.2325563,5.5698071,1.61738653508851,54.8812549955408
"872",872,80.66058,2,"B5",NA,-5.2527095,5.5305533,3.00815511348618,23.1172294266801
"873",873,80.68288,2,"B5",NA,-5.2839693,5.4671829,2.63519353694008,-26.0757589656319
"874",874,80.70492,2,"B5",NA,-5.3250644,5.4344282,1.85438722734365,0.419065066787521
"875",875,80.72706,2,"B5",NA,-5.3499493,5.4136943,2.65729241645274,42.5412772073592
"876",876,80.74928,2,"B5",NA,-5.3941792,5.3531784,3.74202039334341,9.14613987713248
"877",877,80.77145,2,"B5",NA,-5.436209,5.2887373,3.06527314064113,-20.4336148782829
"878",878,80.79404,2,"B5",NA,-5.4702532,5.2462434,2.83165032474992,-4.2930766471377
"879",879,80.81602,2,"B5",NA,-5.49446,5.1956851,2.87024095127314,-35.1359680266028
"880",880,80.8381,2,"B5",NA,-5.5102114,5.1458763,1.27987040514572,-49.6032795063288
"881",881,80.84933,2,"B5",NA,-5.5292976,5.1443374,0.974651274290924,-12.36668805294
"882",882,80.87141,2,"B5",NA,-5.5463428,5.1481503,1.02864860674535,0.845601322615723
"883",883,80.88277,2,"B5",NA,-5.5569566,5.1583217,1.0200794325324,-7.26715190496621
"884",884,80.90475,2,"B5",NA,-5.5657744,5.1699175,0.717195579966011,34.0731918977032
"885",885,80.92701,2,"B5",NA,-5.5898319,5.182063,2.54087632884335,60.3315756748446
"886",886,80.9496,2,"B5",NA,-5.6105875,5.2438979,3.41594047052137,1.31010286144851
"887",887,80.97148,2,"B5",NA,-5.6208519,5.3049256,2.6257095527076,-46.388149576433
"888",888,80.99366,2,"B5",NA,-5.6415232,5.3429277,1.36899713133183,-39.8523067860034
"889",889,81.01586,2,"B5",NA,-5.6467627,5.3552908,0.857400325657069,-11.5807131086365
"890",890,81.03805,2,"B5",NA,-5.6535862,5.3727068,0.854814634559021,2.19888771547434
"891",891,81.06026,2,"B5",NA,-5.6598185,5.3863179,0.95507724847966,-5.30859525455371
"892",892,81.07162,2,"B5",NA,-5.6591538,5.3763884,0.783183510710556,-10.4061694290136
"893",893,81.09367,2,"B5",NA,-5.6708491,5.3871519,0.657920815458798,19.927929541752
"894",894,81.105,2,"B5",NA,-5.6836884,5.382385,1.17385170509725,14.6576085252526
"895",895,81.12701,2,"B5",NA,-5.70549,5.3646597,0.81681671261361,-21.7308148778565
"896",896,81.1492,2,"B5",NA,-5.7126967,5.3590576,0.212358008998449,-2.44762575627058
"897",897,81.17127,2,"B5",NA,-5.7371452,5.3588491,0.705509694948411,1.57890597300344
"898",898,81.1827,2,"B5",NA,-5.7458852,5.3612997,0.486201411617215,-13.9975171680162
"899",899,81.20464,2,"B5",NA,-5.7548019,5.3640652,0.292954814653043,13.6228954927009
"900",900,81.22684,2,"B5",NA,-5.7738133,5.3665831,1.09334804055462,19.3534074198079
"901",901,81.24923,2,"B5",NA,-5.7698897,5.3875266,1.15275018661822,12.231198345478
"902",902,81.27126,2,"B5",NA,-5.7580223,5.3664372,1.63320974338945,24.0213782308846
"903",903,81.29343,2,"B5",NA,-5.7516572,5.3324511,2.21480479106852,14.9154426097067
"904",904,81.31591,2,"B5",NA,-5.7333291,5.2868306,2.29567568115619,-14.5463519011445
"905",905,81.33783,2,"B5",NA,-5.7352171,5.2495642,1.57910730105567,-40.0002436834755
"906",906,81.3491,2,"B5",NA,-5.7456763,5.2379618,1.04591994911099,-5.37560217774166
"907",907,81.37125,2,"B5",NA,-5.7677049,5.2269075,1.85570445014923,35.0763655830137
"908",908,81.39345,2,"B5",NA,-5.7974481,5.1861138,2.60148262501231,11.3099677172717
"909",909,81.41602,2,"B5",NA,-5.8351958,5.1393712,2.35380675665907,-16.7868072213104
"910",910,81.43797,2,"B5",NA,-5.8643004,5.1076212,1.85773810884829,8.89249675239393
"911",911,81.46009,2,"B5",NA,-5.8898575,5.0801986,2.75105280251182,31.8598273158942
"912",912,81.48257,2,"B5",NA,-5.9055377,5.0196761,3.27561736948581,13.4874048269608
"913",913,81.50484,2,"B5",NA,-5.9312613,4.9603079,3.35668210527805,11.5836911443652
"914",914,81.52705,2,"B5",NA,-5.9436946,4.9005032,3.79038333533398,12.8840491132205
"915",915,81.54917,2,"B5",NA,-5.918879,4.8249484,3.9284298946298,-27.3142121606542
"916",916,81.57145,2,"B5",NA,-5.8722856,4.7578087,2.57226351299771,-36.0994714048033
"917",917,81.59334,2,"B5",NA,-5.8227005,4.7349543,2.32425603792654,-3.59049331002921
"918",918,81.61566,2,"B5",NA,-5.7814548,4.700954,2.41685566935758,21.6732439777219
"919",919,81.63773,2,"B5",NA,-5.7290274,4.6628935,3.28195020935489,-38.0275485183952
"920",920,81.64942,2,"B5",NA,-5.7025494,4.6329007,1.93464432288458,-51.0955426721702
"921",921,81.67126,2,"B5",NA,-5.6562329,4.6259997,2.21991339368679,-6.87333975580259
"922",922,81.69327,2,"B5",NA,-5.6097207,4.6617286,1.62985940582527,-2.55965931542589
"923",923,81.71576,2,"B5",NA,-5.5556576,4.6711904,2.11764797375249,1.73350938716941
"924",924,81.73772,2,"B5",NA,-5.5005887,4.6990615,1.71749037781658,12.5407691283308
"925",925,81.74895,2,"B5",NA,-5.4811158,4.7040198,2.2037903785937,53.1172437920992
"926",926,81.771,2,"B5",NA,-5.4411732,4.7448427,3.59141532518302,32.9969076799403
"927",927,81.79326,2,"B5",NA,-5.3873208,4.8171321,3.6595972328233,-4.18352483359045
"928",928,81.81591,2,"B5",NA,-5.3278809,4.8694983,3.40070708849724,-4.61773348967096
"929",929,81.83768,2,"B5",NA,-5.2811085,4.9203588,3.44848269164963,10.1142434420816
"930",930,81.84888,2,"B5",NA,-5.2511565,4.9498434,3.65046265631352,-18.4683533607277
"931",931,81.87099,2,"B5",NA,-5.2134765,5.0053181,2.43506197974404,-56.7030215076626
"932",932,81.88245,2,"B5",NA,-5.1991368,5.0202045,1.76539217108869,-42.0636893305612
"933",933,81.90427,2,"B5",NA,-5.1826813,5.0468529,1.2047934340488,-18.3635939598079
"934",934,81.91578,2,"B5",NA,-5.183367,5.0547819,1.07777805028428,-6.1232749786953
"935",935,81.93764,2,"B5",NA,-5.1795333,5.0774131,1.05129838038705,29.6412998406576
"936",936,81.94935,2,"B5",NA,-5.1829056,5.0861286,1.75968229486423,20.1076096897158
"937",937,81.97095,2,"B5",NA,-5.1954288,5.1276926,1.32166215619977,-23.63854814386
"938",938,81.99305,2,"B5",NA,-5.2200544,5.1375942,0.724997821967301,-3.90211851512269
"939",939,82.01575,2,"B5",NA,-5.261504,5.1335972,1.16070500731197,2.84763679675013
"940",940,82.03793,2,"B5",NA,-5.2972838,5.1259598,0.861299947820811,-4.52481203678941
"941",941,82.06004,2,"B5",NA,-5.3373981,5.1248169,0.959672897757212,39.7248647585137
"942",942,82.08223,2,"B5",NA,-5.4022854,5.1264535,2.62393350568589,75.9324654901233
"943",943,82.10419,2,"B5",NA,-5.4642512,5.0903854,4.31187689203508,52.6810585679812
"944",944,82.11553,2,"B5",NA,-5.49286,5.0474154,4.63504040412779,-2.34762939804168
"945",945,82.13756,2,"B5",NA,-5.5505724,4.9739231,3.90380031039903,-12.7991689327775
"946",946,82.14902,2,"B5",NA,-5.5654971,4.9450269,3.99083425606016,10.5023005454911
"947",947,82.17082,2,"B5",NA,-5.5980583,4.8657368,4.28317260387406,39.6102638513645
"948",948,82.19325,2,"B5",NA,-5.6318077,4.7922327,5.75930238238105,45.9255614852616
"949",949,82.21532,2,"B5",NA,-5.6729933,4.6687493,6.33401867206275,-3.02444768892996
"950",950,82.23759,2,"B5",NA,-5.7025795,4.562141,5.61938536007184,-9.35836892168285
"951",951,82.2597,2,"B5",NA,-5.7266386,4.4641031,5.91505727729011,-7.39744546074384
"952",952,82.2821,2,"B5",NA,-5.717592,4.3490401,5.28410170049082,-54.2897264844626
"953",953,82.30414,2,"B5",NA,-5.7061495,4.2646398,3.51182577637026,-36.0024666728681
"954",954,82.32635,2,"B5",NA,-5.6971044,4.215025,3.69854213574107,11.9710706693551
"955",955,82.34937,2,"B5",NA,-5.6794056,4.13158,4.05616431343203,-32.391635221439
"956",956,82.37106,2,"B5",NA,-5.6617275,4.0639923,2.31405492408842,-40.7186531659588
"957",957,82.39294,2,"B5",NA,-5.627887,4.0422207,2.28957657573816,27.6434800092424
"958",958,82.41528,2,"B5",NA,-5.582463,3.9989364,3.54968023796906,45.389050285258
"959",959,82.4375,2,"B5",NA,-5.536972,3.9315206,4.31343465615678,13.8588317269725
"960",960,82.45982,2,"B5",NA,-5.5223661,3.8531327,4.1649012476556,-24.4159316041713
"961",961,82.48203,2,"B5",NA,-5.5009236,3.7784192,3.22814695481315,-29.6056397646951
"962",962,82.50431,2,"B5",NA,-5.467426,3.7318409,2.84862633958294,-21.0157491886863
"963",963,82.52625,2,"B5",NA,-5.4425617,3.6834037,2.30018427317921,-27.6951515090356
"964",964,82.5486,2,"B5",NA,-5.4269157,3.649919,1.6209019845052,-16.8481726192672
"965",965,82.5712,2,"B5",NA,-5.4358281,3.6245398,1.54624510667985,3.68189736209332
"966",966,82.5929,2,"B5",NA,-5.4492054,3.5953507,1.77772326851365,6.17223942343707
"967",967,82.61515,2,"B5",NA,-5.4486758,3.562692,1.81504280300392,-4.12353822149202
"968",968,82.62656,2,"B5",NA,-5.4528073,3.5452481,1.70180586804639,-7.98561596255429
"969",969,82.64912,2,"B5",NA,-5.4674267,3.5160156,1.56538841241913,15.6539034141416
"970",970,82.67085,2,"B5",NA,-5.4663163,3.4901709,2.37710560580769,87.487862371589
"971",971,82.68265,2,"B5",NA,-5.4830377,3.4604354,4.00103393541174,101.53422173944
"972",972,82.70395,2,"B5",NA,-5.487276,3.3834567,5.39506352553085,41.2997478654589
"973",973,82.71517,2,"B5",NA,-5.4835008,3.3265668,5.5875100553721,-11.372177110101
"974",974,82.72629,2,"B5",NA,-5.4741461,3.2786537,5.14386151631527,-42.0779144777351
"975",975,82.74841,2,"B5",NA,-5.4689272,3.1864076,4.16484408377097,-28.1308150327818
"976",976,82.77061,2,"B5",NA,-5.470881,3.1212185,3.89839407906786,29.9943873522326
"977",977,82.7821,2,"B5",NA,-5.4713316,3.0817406,4.72557098123436,37.7633457575955
"978",978,82.80382,2,"B5",NA,-5.4780111,2.989359,4.80236561084297,-18.9025837106186
"979",979,82.8153,2,"B5",NA,-5.4817781,2.9460084,4.3277728621483,-37.2853352063375
"980",980,82.83744,2,"B5",NA,-5.4901975,2.8698431,3.5920642345518,-37.5542014164201
"981",981,82.85952,2,"B5",NA,-5.4955629,2.8117161,2.66738553728015,-4.09317741163775
"982",982,82.88184,2,"B5",NA,-5.5013605,2.7692448,3.41939565030109,23.82653795992
"983",983,82.90394,2,"B5",NA,-5.52082,2.6923861,3.72793080116876,-16.6020786434941
"984",984,82.91538,2,"B5",NA,-5.5437242,2.6610938,3.18836292841568,-49.9552314995844
"985",985,82.93724,2,"B5",NA,-5.5772961,2.6149234,2.03534762844154,-26.2314046321136
"986",986,82.95943,2,"B5",NA,-5.6267298,2.5920264,2.04161918576411,-8.18674407670734
"987",987,82.97081,2,"B5",NA,-5.6643637,2.5789251,1.85207256239746,-3.69679538813928
"988",988,82.99269,2,"B5",NA,-5.6818422,2.5757927,2.05473665906495,7.16923756912887
"989",989,83.01496,2,"B5",NA,-5.7142758,2.6277258,2.16777801809115,7.11637720849519
"990",990,83.04482,2,"B5",NA,-5.762362,2.6612164,2.4412002616362,19.4092062244623
"991",991,83.06508,2,"B5",NA,-5.8144608,2.7030472,3.04214439717396,18.1874640590037
"992",992,83.08705,2,"B5",NA,-5.8555064,2.7463353,3.18963608629936,7.7704940479367
"993",993,83.10913,2,"B5",NA,-5.9073732,2.8035414,3.38455094888685,-12.5647886571059
"994",994,83.13158,2,"B5",NA,-5.9502052,2.8554811,2.62221083922011,-36.6833797573674
"995",995,83.15353,2,"B5",NA,-5.995072,2.8903358,1.75717195594192,-49.5193588531282
"996",996,83.1647,2,"B5",NA,-5.9903904,2.8976496,1.09111377648536,-23.975231193693
"997",997,83.18691,2,"B5",NA,-6.0093198,2.9197118,1.35049856959561,-7.29698296760824
"998",998,83.20906,2,"B5",NA,-6.030373,2.9415159,0.76855815536021,-3.38305702912943
"999",999,83.23138,2,"B5",NA,-6.0510147,2.9441792,1.20394526365389,40.9873703828091
"1000",1000,83.25344,2,"B5",NA,-6.0838895,2.9211645,2.58199265027673,15.6456485135291
"1001",1001,83.26463,2,"B5",NA,-6.0883336,2.8946983,2.23312366671524,-30.4774814714264
"1002",1002,83.28713,2,"B5",NA,-6.1104389,2.8617971,1.56311618996768,-21.757335764682
"1003",1003,83.30908,2,"B5",NA,-6.1425316,2.8406177,1.26159866610289,-4.34174259130859
"1004",1004,83.33134,2,"B5",NA,-6.1862295,2.8284753,1.3740801438528,9.61840625650681
"1005",1005,83.35345,2,"B5",NA,-6.2500379,2.8173639,1.68768255220597,17.2678921012392
"1006",1006,83.37566,2,"B5",NA,-6.327206,2.8103598,2.13970153736545,19.5829457084731
"1007",1007,83.39815,2,"B5",NA,-6.4067724,2.8229333,2.56282487674481,7.77951700445659
"1008",1008,83.40941,2,NA,8,-6.4462164,2.8106408,2.52617572234369,19.5504968195343
"1009",1009,83.42086,2,NA,8,-6.4902869,2.7994422,3.01114966770802,67.9018902075866
"1010",1010,83.43237,2,NA,8,-6.5326756,2.7827493,4.08673588673758,34.1665085459815
"1011",1011,83.44379,2,NA,8,-6.5716862,2.7487091,3.79992304085773,40.2335964028054
"1012",1012,83.46649,2,NA,8,-6.6624613,2.6994924,6.19663791487044,354.554432474464
"1013",1013,83.48932,2,NA,8,-6.9281994,2.5728579,19.9751527477531,872.04339752708
"1014",1014,83.51183,2,NA,8,-7.4160324,2.1422026,45.6491602193548,1814.01387998905
"1015",1015,83.52317,2,NA,8,-7.752846,1.6419228,73.8570436746115,1664.70476051907
"1016",1016,83.53458,2,NA,8,-8.1194513,0.8792373,83.4636001170069,1171.74296040897
"1017",1017,83.54607,2,NA,8,-8.4700542,0.1255745,100.716341557276,1483.18470743245
"1018",1018,83.55733,2,NA,8,-8.9045785,-0.9022398,117.210274865989,1371.46177443664
"1019",1019,83.56866,2,NA,8,-9.4518426,-1.986345,131.691127592323,780.496726947944
"1020",1020,83.59132,2,NA,8,-10.5376421,-4.4890998,138.101533804938,82.6932616089254
"1021",1021,83.60305,2,NA,8,-11.0327383,-5.7814327,136.723156518666,-49.2983485726798
"1022",1022,83.62561,2,NA,8,-12.0219022,-8.2614577,137.149811755559,-68.6797757340675
"1023",1023,83.64819,2,NA,8,-12.9871141,-10.7513967,133.621199606057,-183.684107732205
"1024",1024,83.67053,2,NA,8,-13.7884601,-13.1047227,128.905300644232,-270.267303044475
"1025",1025,83.69244,2,NA,8,-14.5277125,-15.3748611,121.68731483098,-489.575611142286
"1026",1026,83.7148,2,NA,8,-15.1966839,-17.4999641,107.159726398204,-739.415390240684
"1027",1027,83.73684,2,NA,8,-15.7958485,-19.2872291,88.8859761868426,-913.145309994186
"1028",1028,83.74824,2,NA,8,-16.2082811,-20.0308141,77.5182028834761,-644.164484953149
"1029",1029,83.7701,2,NA,8,-16.9301868,-21.2743306,71.153535497087,-539.058656532015
"1030",1030,83.7814,2,NA,8,-17.2506141,-21.8858335,62.2608712257072,-756.947049661736
"1031",1031,83.80362,2,NA,8,-17.7168775,-22.8823951,46.1084275343186,-551.782886259906
"1032",1032,83.82575,2,NA,8,-18.0788662,-23.5505909,37.7735367405053,-353.258171843652
"1033",1033,83.84802,2,NA,8,-18.4504276,-24.1994868,30.4270371962385,-369.280446555317
"1034",1034,83.87012,2,NA,8,-18.7123621,-24.6257571,21.3952608535676,-376.658261779316
"1035",1035,83.8923,2,NA,8,-18.947868,-24.9418103,13.7511709167134,-276.947526914464
"1036",1036,83.91476,2,NA,8,-19.137697,-25.0963689,9.05127682564722,-173.24172417445
"1037",1037,83.93685,2,NA,8,-19.3412947,-25.2088876,6.01992675133754,-86.2158153208243
"1038",1038,83.9483,2,NA,8,-19.4484053,-25.2211071,5.61683665612849,4.48556212939544
"1039",1039,83.96997,2,NA,8,-19.6393222,-25.2489698,6.5741197278281,-5.57839245647888
"1040",1040,83.98169,2,NA,8,-19.7180171,-25.284147,5.9256253558418,-63.3062027510616
"1041",1041,84.00343,2,NA,8,-19.8227074,-25.3532673,4.37599552089039,-52.9397886154171
"1042",1042,84.02553,2,NA,8,-19.9626693,-25.3998598,3.61134754267354,-25.786465208873
"1043",1043,84.04801,2,NA,8,-20.0947447,-25.3911508,3.22978383838972,-32.8131149384214
"1044",1044,84.07027,2,NA,8,-20.1822841,-25.3821542,2.14677350124978,-39.009689568336
"1045",1045,84.0923,2,NA,8,-20.2286883,-25.3874544,1.49982678224736,-17.0724290358581
"1046",1046,84.11442,2,NA,8,-20.2791655,-25.4012116,1.39413223683185,28.0740362786797
"1047",1047,84.12569,2,"B7",NA,-20.3057423,-25.3978402,2.0807717164903,38.201352607031
"1048",1048,84.14802,2,"B7",NA,-20.3130996,-25.3696642,2.42635968907029,-3.44407028161711
"1049",1049,84.16994,2,"B7",NA,-20.3268144,-25.3146615,1.93612899862049,-10.5767013261938
"1050",1050,84.1814,2,"B7",NA,-20.3358628,-25.304239,1.95000861884804,19.7646307010923
"1051",1051,84.20358,2,"B7",NA,-20.317877,-25.2619617,2.7999046370413,80.8880936339039
"1052",1052,84.22581,2,"B7",NA,-20.243966,-25.206499,5.54437735554798,75.2659548079205
"1053",1053,84.2477,2,"B7",NA,-20.1685563,-25.0992028,6.13702387961499,0.398731003573568
"1054",1054,84.26995,2,"B7",NA,-20.0865151,-25.0003525,5.55237430006929,-68.3274104991495
"1055",1055,84.28129,2,"B7",NA,-20.0576494,-24.9576035,4.30068284262446,-67.7308143786291
"1056",1056,84.30322,2,"B7",NA,-19.9980566,-24.8947591,3.75060841231605,0.776851249460972
