TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot
10.65726,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.234491,0.9172634,-2.201428,-0.649805,-0.01925102,0.7596894,0.0159663,0.04354214,261.0834,357.134
10.76102,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232697,0.9158559,-2.200387,-0.6514958,-0.02441282,0.7580415,0.01817667,0.2436428,261.3472,356.5202
10.87274,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.231499,0.9130576,-2.199415,-0.6545645,-0.0265398,0.7554078,0.01414802,0.7660085,261.7957,356.6392
10.98182,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.23151,0.9140767,-2.199678,-0.6578515,-0.02130834,0.7527658,0.01100763,0.6568022,262.2859,357.331
11.09162,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232292,0.9175842,-2.203035,-0.6583215,-0.01494869,0.7524419,0.01485066,359.8472,262.3694,357.5901
11.19539,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232946,0.919201,-2.205438,-0.6590019,-0.005468744,0.7520512,0.01028155,359.5269,262.4595,358.7521
11.30567,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232706,0.9192907,-2.204794,-0.6605206,-0.003599988,0.7507558,0.008084388,359.577,262.6865,359.0783
11.41321,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232327,0.9194084,-2.206177,-0.6583654,0.003204376,0.7526743,0.005112254,359.3173,262.3531,359.8907
11.52756,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232251,0.9205491,-2.21022,-0.6538752,0.01659319,0.7564052,-0.004817361,359.1742,261.6707,1.799699
11.63717,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.231459,0.9218528,-2.213799,-0.6507371,0.02499239,0.7588041,-0.01153686,359.1395,261.2088,3.035204
11.74709,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229764,0.9210751,-2.214008,-0.6508242,0.01933599,0.7588843,-0.01219375,359.6183,261.2246,2.59183
11.85725,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.228433,0.9193069,-2.213336,-0.6532971,0.01394117,0.7568215,-0.01515852,0.2709603,261.6078,2.344536
11.96076,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.227272,0.9185065,-2.213235,-0.6537191,0.007074519,0.7566056,-0.01221938,0.529478,261.6621,1.528974
12.06985,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.226437,0.9174075,-2.214602,-0.6511861,0.00593309,0.7587376,-0.01545161,0.9007468,261.2888,1.6693
12.18063,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.22564,0.9174504,-2.214371,-0.6518918,0.004389257,0.7581534,-0.014874,0.9643856,261.3932,1.492818
12.30315,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.225916,0.9177391,-2.216058,-0.6505033,0.004255203,0.7593715,-0.01350425,0.8579473,261.1793,1.377201
12.40924,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.225189,0.9185464,-2.217681,-0.6482342,0.005208496,0.7613443,-0.01096368,0.5696226,260.8307,1.268981
12.52128,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.224755,0.9203967,-2.221045,-0.6443661,0.007541313,0.7646452,-0.007302511,0.08301745,260.2425,1.200083
12.62431,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.223867,0.9209712,-2.224062,-0.6417178,0.0112442,0.7668185,-0.007829625,359.8611,259.8472,1.563991
12.73292,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.222371,0.91987,-2.221968,-0.6446604,0.00530553,0.7644047,-0.008386374,0.3426674,260.2884,1.084342
12.8449,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.222091,0.921019,-2.223513,-0.6434071,0.004965595,0.7655005,-0.003405422,359.9326,260.0941,0.6866769
12.94637,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.22216,0.9209518,-2.223709,-0.6427769,0.005616066,0.7660142,-0.005351691,0.05610334,260.0017,0.8871956
13.06418,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.220742,0.9205129,-2.223842,-0.6428061,0.004606153,0.7660065,-0.003642019,359.9804,260.0043,0.6726056
13.16627,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.220856,0.9200045,-2.223718,-0.6433641,0.004772855,0.7655233,-0.005832608,0.1597768,260.0902,0.8487248
13.27729,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.220506,0.9200672,-2.22458,-0.6427956,0.006079582,0.7659882,-0.006247192,0.1005365,260.0057,0.9938529
13.38726,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221294,0.9204677,-2.224998,-0.6429428,0.007454282,0.765857,-0.005674804,359.9488,260.0269,1.072352
13.49773,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221667,0.9204928,-2.224719,-0.6434674,0.008119846,0.7654072,-0.0059798,359.9258,260.1059,1.15319
13.6121,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221616,0.9194909,-2.22399,-0.6449233,0.007534789,0.7641645,-0.008359009,0.1751303,260.3279,1.277663
13.71952,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221446,0.9191942,-2.224492,-0.6447666,0.007838604,0.7642931,-0.008407559,0.1571935,260.3045,1.307826
13.82444,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221372,0.9191686,-2.223825,-0.6453824,0.006613094,0.7637867,-0.008234116,0.2316055,260.3965,1.187853
13.93161,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.22135,0.9193046,-2.224108,-0.6443351,0.007660973,0.7646621,-0.008096973,0.1438372,260.2393,1.269234
14.0415,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221578,0.9194618,-2.22407,-0.6450875,0.007558967,0.7640297,-0.007980001,0.1398893,260.3518,1.251795
14.14162,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.221614,0.9197025,-2.224002,-0.6452765,0.007076532,0.7638829,-0.0071584,0.1033456,260.3788,1.148835
14.25292,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.222745,0.9228832,-2.225538,-0.6435273,0.01089281,0.765338,-0.003426902,359.4973,260.1117,1.208158
