TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot
38.54783,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.996253,1.298089,-2.009695,0.1859652,0.01986301,0.9805411,0.05967972,353.7049,158.3281,3.527101,1.982147,1.402337,-1.966454,-0.5887475,0.780259,0.2068231,0.04238557,290.5635,210.3335,129.0327,1.361364,0.8792437,-2.56144,0.4477793,0.03912158,0.8873501,-0.1028254,12.56341,126.3003,358.6699
38.57059,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.997149,1.297965,-2.007516,0.1921359,0.02219338,0.9791912,0.061447,353.5804,157.5799,3.870334,1.982933,1.402433,-1.963801,-0.5925068,0.7794292,0.1949023,0.05864297,288.8277,205.62,133.4388,1.361291,0.8791199,-2.56143,0.4479224,0.03905831,0.8872995,-0.1026627,12.54318,126.2831,358.67
38.58426,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.997672,1.298167,-2.006399,0.1948359,0.02312821,0.9785369,0.06300459,353.4372,157.2471,4.029796,1.983296,1.402331,-1.962751,-0.5989742,0.7759544,0.1853514,0.06906205,287.2239,202.8246,136.2088,1.361296,0.8790972,-2.561444,0.4478884,0.03918096,0.8873002,-0.1027577,12.55937,126.2874,358.6781
38.60586,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.998485,1.298577,-2.004466,0.1992168,0.02512839,0.977423,0.06576921,353.1912,156.7008,4.350743,1.983994,1.402498,-1.960476,-0.609381,0.7681144,0.1788274,0.08170565,285.1223,200.7504,137.8293,1.36131,0.8792041,-2.561459,0.4478405,0.03944307,0.8873116,-0.1027686,12.57421,126.2957,358.7054
38.62761,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.998343,1.299156,-2.002749,0.2021286,0.02603269,0.9766113,0.06853212,352.9154,156.3321,4.540089,1.980162,1.403773,-1.959427,-0.6062573,0.7658952,0.2033602,0.06709174,287.07,209.3343,128.3655,1.361178,0.8793809,-2.561295,0.4478361,0.03947724,0.8873018,-0.1028584,12.58523,126.2954,358.7042
38.63929,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.998236,1.299512,-2.001989,0.2035367,0.02581562,0.9762366,0.06977443,352.7774,156.1584,4.556258,1.979558,1.403619,-1.958887,-0.5991239,0.7683914,0.2198198,0.04800577,289.6391,214.3467,123.4912,1.361163,0.879468,-2.561344,0.4478638,0.03938863,0.8873023,-0.1027679,12.57127,126.2922,358.6995
38.65288,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.99829,1.299812,-2.001314,0.2040279,0.02484196,0.9761015,0.07057893,352.6663,156.1011,4.469834,1.976829,1.403299,-1.957963,-0.5931011,0.7715077,0.2231878,0.05651681,289.8825,211.4687,125.3643,1.361243,0.8795196,-2.561386,0.4478065,0.03931043,0.8873438,-0.1026888,12.55915,126.3001,358.6964
38.66941,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.997294,1.300753,-2.000825,0.2051046,0.02291241,0.9757894,0.07240383,352.4204,155.9739,4.305359,1.974085,1.404025,-1.957147,-0.6015537,0.7623608,0.229578,0.06506284,288.724,213.463,122.1569,1.361285,0.8794124,-2.561375,0.4477559,0.03917069,0.8873841,-0.1026146,12.54433,126.3065,358.6866
38.68926,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.994586,1.300668,-2.000158,0.2063977,0.02003082,0.9752562,0.07664265,351.8813,155.8103,4.095777,1.972052,1.404567,-1.955374,-0.6454755,0.7208488,0.2511522,0.0257093,289.3531,240.0586,97.03167,1.361339,0.8793411,-2.561372,0.4476911,0.03918533,0.8874299,-0.1024957,12.53297,126.3166,358.6954
38.71133,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.993665,1.301553,-1.999219,0.2069526,0.01760915,0.9747868,0.08155581,351.2739,155.726,3.949892,1.971472,1.405091,-1.95249,-0.6586981,0.7161555,0.2246991,0.05242586,284.7557,240.159,97.04861,1.361416,0.8793011,-2.561387,0.4477557,0.03930095,0.8873959,-0.1024636,12.53559,126.3096,358.7082
38.72266,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.993135,1.301916,-1.998885,0.207213,0.01666274,0.9745846,0.08348668,351.0354,155.688,3.893784,1.971348,1.40552,-1.951032,-0.663876,0.7143701,0.2099026,0.0698925,282.0824,238.6928,98.35609,1.361371,0.8790901,-2.561387,0.4478743,0.03934377,0.8873199,-0.1025872,12.55034,126.2928,358.7043
38.74495,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.990433,1.302344,-1.998278,0.2069947,0.01441564,0.9743757,0.0868185,350.6062,155.7071,3.721388,1.97013,1.407984,-1.9494,-0.6779134,0.7019668,0.2045512,0.07638679,280.5813,247.8627,89.12153,1.361315,0.8791715,-2.561357,0.4478013,0.0393182,0.8873474,-0.1026775,12.55841,126.301,358.6979
38.76686,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.989926,1.303405,-1.997383,0.2065261,0.01289431,0.9742158,0.08991253,350.2202,155.7519,3.622383,1.968956,1.410645,-1.948863,-0.7076213,0.6707686,0.2070492,0.08045013,280.6995,274.4486,61.98819,1.361259,0.8791747,-2.561302,0.4479407,0.03918647,0.88728,-0.1027028,12.55394,126.2813,358.6809
38.78907,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.98898,1.30427,-1.996922,0.2062324,0.01096672,0.9741672,0.09135795,350.0102,155.7933,3.437391,1.970454,1.412426,-1.947319,-0.7256702,0.6561996,0.1820568,0.09828594,278.827,298.2006,38.86325,1.361284,0.8792759,-2.56136,0.4478901,0.03912578,0.8873289,-0.1025244,12.53253,126.2897,358.6849
